date,fındık fiyatı
2019-11-24,27
2019-11-25,61
2019-11-26,80
2019-11-27,100
2019-11-28,78
2019-11-29,67
2019-11-30,39
2019-12-01,43
2019-12-02,72
2019-12-03,68
2019-12-04,46
2019-12-05,61
2019-12-06,74
2019-12-07,42
2019-12-08,38
2019-12-09,69
2019-12-10,70
2019-12-11,52
2019-12-12,43
2019-12-13,39
2019-12-14,29
2019-12-15,27
2019-12-16,67
2019-12-17,33
2019-12-18,49
2019-12-19,41
2019-12-20,30
2019-12-21,21
2019-12-22,28
2019-12-23,37
2019-12-24,42
2019-12-25,39
2019-12-26,42
2019-12-27,40
2019-12-28,51
2019-12-29,21
2019-12-30,33
2019-12-31,40
2020-01-01,34
2020-01-02,44
2020-01-03,30
2020-01-04,49
2020-01-05,37
2020-01-06,50
2020-01-07,48
2020-01-08,77
2020-01-09,60
2020-01-10,37
2020-01-11,51
2020-01-12,62
2020-01-13,68
2020-01-14,73
2020-01-15,53
2020-01-16,73
2020-01-17,62
2020-01-18,28
2020-01-19,44
2020-01-20,68
2020-01-21,51
2020-01-22,52
2020-01-23,36
2020-01-24,48
2020-01-25,39
2020-01-26,41
2020-01-27,61
2020-01-28,54
2020-01-29,50
2020-01-30,43
2020-01-31,38
2020-02-01,30
2020-02-02,27
2020-02-03,49
2020-02-04,48
2020-02-05,60
2020-02-06,39
2020-02-07,43
2020-02-08,0
2020-02-09,36
2020-02-10,56
2020-02-11,30
2020-02-12,49
2020-02-13,53
2020-02-14,51
2020-02-15,43
2020-02-16,39
2020-02-17,71
2020-02-18,69
2020-02-19,29
2020-02-20,27
2020-02-21,53
2020-02-22,26
